sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,vr_charge_degree,v_score,r_score
0,0,5,0,0,0,0,2,0,0,0,0,1,1
1,2,5,0,0,0,2,2,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,2,0,0,2,6,1,0,0,0,0,0,1
1,1,5,0,0,0,2,2,0,0,0,0,0,1
1,2,2,0,0,0,2,1,0,0,0,0,0,0
1,0,5,0,0,0,3,2,1,1,0,0,1,1
1,1,5,0,0,0,0,0,-1,0,0,0,0,0
1,1,2,0,0,0,2,1,0,0,0,0,0,0
0,1,5,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,8,2,1,2,0,0,1,2
1,2,2,0,0,0,2,1,1,1,0,0,0,0
1,2,2,0,0,0,2,2,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,0,1
0,0,1,0,0,0,0,2,0,0,0,0,1,0
1,1,2,0,0,0,3,1,0,0,0,0,0,0
1,0,5,0,0,0,2,1,1,1,0,0,2,2
0,2,5,0,0,0,14,1,1,2,0,0,0,1
1,1,1,2,0,0,9,2,0,0,0,0,0,1
1,1,2,0,0,0,9,1,1,1,0,0,0,1
1,1,2,0,0,0,9,1,0,0,0,0,0,1
1,1,5,0,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,4,2,0,0,0,0,0,1
0,2,2,0,0,0,3,2,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,0,0,0,0,0,0
1,1,5,2,0,0,19,1,1,1,1,1,1,2
0,1,5,0,0,0,1,2,0,0,0,0,0,1
0,2,5,0,0,0,2,2,0,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,1,2,1,1,0,0,1,0
0,1,5,0,0,0,0,2,1,1,0,0,0,1
1,2,2,0,0,0,0,2,0,0,0,0,0,0
1,0,3,0,0,0,0,1,1,1,1,1,1,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
0,2,5,0,0,0,0,2,0,0,0,0,2,1
1,1,5,0,0,0,5,1,0,0,0,0,2,2
1,1,5,4,1,0,11,2,0,0,0,0,2,2
1,1,2,0,1,3,4,1,1,1,0,0,1,0
1,2,5,0,0,0,15,2,0,0,0,0,0,1
1,2,2,0,0,0,3,2,0,0,0,0,0,0
1,1,5,0,0,0,0,1,1,1,0,0,0,0
1,2,2,0,0,0,1,2,0,0,0,0,0,0
1,0,5,0,0,0,4,2,0,0,0,0,1,2
1,0,5,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,0,5,1,0,0,0,0,0,1
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,10,1,1,2,0,0,0,0
1,2,5,0,0,0,4,2,0,0,0,0,1,1
1,1,5,0,0,0,1,1,0,0,0,0,1,1
1,0,3,0,0,0,11,2,1,1,1,1,2,2
1,1,5,0,0,0,1,2,1,1,0,0,0,0
1,0,5,0,0,0,0,2,0,0,0,0,0,0
1,1,2,0,0,0,0,2,0,0,0,0,0,0
0,0,5,0,0,1,4,2,0,0,0,0,2,2
0,0,5,0,0,0,0,2,0,0,0,0,0,1
1,1,5,2,1,0,8,1,1,2,1,2,1,2
1,1,2,0,0,0,5,1,1,1,0,0,0,0
1,2,3,0,0,0,6,2,0,0,0,0,0,0
1,2,5,0,0,0,13,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,0,0,0,0,1,2
1,1,5,0,0,0,0,0,-1,0,0,0,0,1
1,0,5,0,0,0,0,2,1,1,0,0,2,2
1,2,2,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,0,1,3,2,0,0,0,0,0,0
1,1,5,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,0,0,2,0,0,0,0,0,0
1,2,3,0,0,0,9,2,1,1,0,0,1,2
1,0,2,0,0,0,1,2,1,1,0,0,0,0
1,0,2,0,0,0,1,2,0,0,0,0,1,1
0,0,5,0,0,0,1,1,0,0,0,0,0,1
0,0,5,0,0,0,0,1,1,1,1,1,1,1
1,1,3,0,0,1,1,2,0,0,0,0,0,0
1,2,5,0,0,0,4,2,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,1,0
0,1,3,0,0,0,1,1,0,0,0,0,0,0
1,2,3,0,0,0,1,2,0,0,0,0,0,0
1,1,4,0,0,0,1,2,0,0,0,0,0,0
1,1,2,0,0,0,10,2,1,2,0,0,0,1
1,2,0,0,0,0,1,2,1,1,0,0,0,0
0,2,5,0,0,0,3,1,0,0,0,0,0,0
1,1,1,0,0,0,0,2,0,0,0,0,0,0
1,1,2,0,0,0,2,2,0,0,0,0,0,1
1,1,2,0,0,0,0,0,-1,0,0,0,0,0
1,0,2,0,1,2,3,1,0,0,0,0,1,1
1,0,5,0,0,0,0,2,1,1,1,1,1,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,0,0,3,2,1,2,0,0,2,2
1,2,2,0,0,0,10,2,1,1,0,0,1,1
1,1,2,0,0,0,1,2,1,1,0,0,0,0
1,1,2,0,0,0,0,0,-1,0,0,0,0,0
1,0,2,0,0,0,0,1,1,2,1,2,2,2
1,2,5,0,0,0,17,2,0,0,0,0,0,2
1,2,2,0,0,0,3,2,0,0,0,0,0,0
1,1,1,0,0,0,6,2,0,0,0,0,0,1
1,1,5,0,0,0,0,2,0,0,0,0,1,2
1,2,2,0,0,0,4,2,0,0,0,0,0,0
1,1,5,0,0,0,19,2,1,1,0,0,2,2
0,1,5,0,0,0,1,1,1,1,0,0,0,0
1,1,5,0,0,0,6,2,0,0,0,0,1,1
1,1,5,0,0,1,2,2,0,0,0,0,2,2
1,0,5,0,0,0,1,2,0,0,0,0,1,2
1,1,2,0,0,0,11,2,1,1,0,0,0,2
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,3,0,0,0,9,1,0,0,0,0,0,0
1,1,5,0,0,0,1,2,1,1,0,0,1,1
1,0,1,0,2,0,3,2,1,2,0,0,0,0
1,1,5,0,0,0,7,2,1,1,1,1,0,0
1,0,5,0,0,0,2,2,1,1,1,2,1,0
0,2,2,0,0,0,2,1,0,0,0,0,0,0
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,0,2,0,0,0,0,1,0,0,0,0,0,1
1,1,3,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,0,0,2,1,1,1,1,2,1,1
1,0,5,0,0,1,0,2,1,2,0,0,2,2
1,2,5,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2,0,1,15,2,1,1,0,0,1,2
1,1,5,0,0,0,2,1,1,1,0,0,0,0
1,1,5,0,0,0,10,2,1,1,0,0,1,2
0,0,5,0,0,0,4,1,1,2,0,0,1,2
1,1,5,0,0,0,2,2,0,0,0,0,1,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,8,2,0,0,0,0,0,0
1,0,5,0,0,0,0,0,-1,0,0,0,1,2
1,1,2,0,0,0,5,2,1,1,0,0,0,1
1,1,5,0,0,0,14,2,1,1,0,0,1,2
0,0,3,0,0,1,1,2,0,0,0,0,0,1
1,1,5,0,1,0,13,2,1,1,0,0,2,2
1,1,5,0,0,0,9,2,1,2,0,0,1,1
1,1,5,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,3,2,0,0,0,0,2,1
1,1,5,0,0,0,7,2,0,0,0,0,0,0
0,2,5,0,0,0,21,2,1,1,0,0,0,1
1,0,3,0,0,0,1,1,1,1,1,1,1,1
1,2,5,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,0,0,4,2,0,0,0,0,1,2
1,1,5,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,5,2,1,1,0,0,0,0
1,1,2,0,0,0,1,2,1,1,0,0,0,1
0,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,1,0,11,2,1,2,0,0,2,2
1,0,5,0,0,0,3,1,0,0,0,0,1,1
1,1,5,0,0,0,6,2,1,1,0,0,2,2
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,1,2,2,1,1,0,0,0,0
1,2,5,0,0,0,2,2,0,0,0,0,0,0
1,1,5,0,0,0,4,1,0,0,0,0,0,0
1,2,3,0,0,0,0,0,-1,0,0,0,0,0
1,0,5,0,0,0,3,2,1,2,0,0,1,1
1,0,5,0,0,0,0,2,0,0,0,0,1,1
1,0,3,0,0,0,2,1,0,0,0,0,1,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,0,1,1,1,1,1,0,0
1,1,2,0,0,0,3,1,0,0,0,0,0,0
1,1,5,0,3,0,18,1,0,0,0,0,2,2
1,1,5,0,0,0,1,2,0,0,0,0,1,2
1,1,2,0,0,0,2,2,1,1,0,0,0,0
1,0,2,0,0,0,1,2,0,0,0,0,2,1
1,1,2,0,0,1,3,1,1,1,0,0,0,0
0,1,3,0,0,0,4,2,1,1,0,0,1,1
1,0,5,4,1,0,5,2,0,0,0,0,2,2
0,2,2,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,1,1,16,2,0,0,0,0,0,2
1,2,5,0,0,0,5,1,0,0,0,0,1,1
1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,1,2,0,0,0,0,2,1
1,2,3,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,0,0,0,2,1,1,0,0,0,0
1,1,5,0,0,0,7,2,1,1,0,0,0,1
1,1,5,0,0,0,1,1,0,0,0,0,0,0
1,0,2,0,0,0,0,2,0,0,0,0,1,0
1,1,5,0,0,0,10,1,1,2,0,0,2,2
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,2,2,0,0,0,0,0,0
1,1,5,0,0,0,8,2,1,1,0,0,1,2
1,1,5,0,0,0,1,2,1,1,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,1,0,1,2,0,0,0,0,0,0
1,0,2,0,0,0,0,2,1,1,0,0,2,1
1,1,5,0,0,0,1,2,0,0,0,0,0,0
0,0,5,0,0,0,6,1,0,0,0,0,1,1
0,1,2,0,0,0,8,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,-1,0,0,0,0,0
0,0,3,0,0,0,0,0,-1,0,0,0,1,1
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,2,1,0,0,0,1,2,0,0,0,0,0,0
0,2,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,0,0,6,2,0,0,0,0,0,0
1,1,1,0,0,0,0,2,0,0,0,0,0,0
1,2,2,0,0,0,1,2,1,1,0,0,0,0
1,1,5,0,0,1,5,2,0,0,0,0,1,2
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,0,5,0,0,0,0,2,0,0,0,0,1,0
1,1,2,0,0,0,0,0,-1,0,0,0,0,0
1,0,2,0,0,0,0,2,0,0,0,0,1,0
1,1,5,0,0,0,1,1,0,0,0,0,0,0
1,2,2,0,0,0,9,1,0,0,0,0,0,1
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,2,3,0,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,2,1,0,0,0,0,1,1
1,0,5,0,0,0,0,0,-1,0,0,0,2,0
1,1,5,0,0,0,0,2,1,1,0,0,1,1
1,1,5,0,0,0,1,1,0,0,0,0,0,0
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,0,2,0,0,0,1,2,1,2,0,0,0,0
1,1,3,0,0,0,3,1,0,0,0,0,1,1
1,0,2,0,0,0,0,0,-1,0,0,0,1,0
1,0,5,0,0,1,4,2,0,0,0,0,2,2
1,1,5,0,0,0,4,1,1,1,0,0,0,0
1,2,2,0,0,0,3,1,1,1,1,1,0,0
1,1,4,0,0,0,0,2,0,0,0,0,0,0
0,1,2,0,0,0,1,2,0,0,0,0,0,0
1,2,5,0,0,0,0,2,0,0,0,0,0,0
0,0,1,0,0,0,2,2,1,2,0,0,1,0
1,2,5,0,0,0,8,2,1,2,1,2,0,1
1,1,2,0,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,5,1,1,2,0,0,1,1
0,2,5,0,0,0,1,1,0,0,0,0,0,1
1,0,3,0,0,3,2,2,0,0,0,0,2,2
1,1,5,0,0,0,9,2,0,0,0,0,1,2
1,1,5,0,0,0,1,1,0,0,0,0,0,0
1,1,3,0,0,0,0,2,0,0,0,0,0,0
1,2,5,0,0,0,5,2,1,1,0,0,0,2
0,1,2,0,0,0,0,2,0,0,0,0,0,0
1,2,5,0,0,0,5,1,0,0,0,0,0,0
1,2,2,0,0,0,0,2,1,1,0,0,0,0
1,1,5,0,0,0,0,1,0,0,0,0,2,1
1,1,2,1,0,0,26,2,0,0,0,0,1,2
1,2,2,0,0,0,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
1,2,5,0,0,0,4,2,1,2,0,0,0,0
0,1,5,0,0,0,0,2,0,0,0,0,0,0
1,0,3,2,0,0,2,2,1,1,0,0,2,2
1,1,5,0,0,0,0,1,0,0,0,0,0,0
1,2,5,0,0,0,16,2,1,2,0,0,2,2
1,0,1,0,0,0,0,2,0,0,0,0,1,0
1,1,5,0,0,0,21,2,1,2,0,0,2,2
0,0,3,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,14,2,0,0,0,0,1,1
0,1,5,0,0,1,4,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,-1,0,0,0,0,1
1,2,5,0,0,0,10,2,0,0,0,0,0,0
1,1,5,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,0,0,8,2,1,2,0,0,0,2
1,0,5,0,0,0,1,2,0,0,0,0,1,1
1,2,5,0,0,0,0,0,-1,0,0,0,0,0
1,2,2,0,0,0,0,0,-1,0,0,0,0,0
1,1,2,0,0,0,1,1,1,1,0,0,0,0
1,2,3,0,0,0,8,1,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
0,2,2,0,0,0,0,0,-1,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,3,0,0,0,0,2,0,0,0,0,0,0
1,0,5,0,0,1,1,2,1,1,0,0,2,1
1,2,2,0,0,0,1,1,1,1,0,0,0,0
1,1,2,0,0,1,4,2,0,0,0,0,0,1
1,1,1,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,0,0,0,0,-1,0,0,0,1,2
1,2,2,0,0,0,0,1,1,1,0,0,0,0
1,2,5,0,0,0,2,2,0,0,0,0,0,2
0,1,5,0,1,0,11,2,1,1,0,0,1,2
1,1,5,0,0,0,4,1,0,0,0,0,1,1
1,1,5,0,1,0,14,2,1,1,0,0,1,2
0,1,5,0,0,0,0,1,0,0,0,0,1,1
1,1,5,0,0,0,2,2,0,0,0,0,0,1
1,2,2,0,0,0,3,2,0,0,0,0,0,0
1,2,5,0,0,0,5,2,1,1,0,0,0,0
1,1,5,0,0,0,0,2,1,2,0,0,1,2
1,1,5,0,0,0,12,2,0,0,0,0,0,0
1,1,2,0,0,0,7,2,1,1,0,0,2,2
1,1,5,0,0,1,8,2,0,0,0,0,0,0
1,1,1,0,0,0,5,2,1,1,0,0,0,1
0,1,5,0,0,0,1,1,0,0,0,0,0,0
1,1,2,0,0,0,4,2,0,0,0,0,0,0
0,1,5,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,0,0,1,2,0,0,0,0,2,1
0,2,2,0,0,0,7,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,1,1,0,0,0,0
1,2,5,0,0,0,1,2,0,0,0,0,0,0
1,1,2,0,0,0,0,1,1,1,1,1,0,0
0,1,5,0,0,0,4,1,0,0,0,0,0,0
1,1,5,0,0,0,3,2,0,0,0,0,1,1
1,2,5,0,0,0,5,2,0,0,0,0,0,0
1,2,5,0,0,0,7,2,0,0,0,0,1,2
1,1,5,0,0,1,4,2,0,0,0,0,0,0
1,1,3,0,0,0,0,1,0,0,0,0,0,0
0,2,5,0,0,0,0,1,0,0,0,0,0,0
1,1,3,0,0,0,0,0,-1,0,0,0,0,0
1,0,5,1,0,0,3,2,0,0,0,0,1,2
1,2,5,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,0,0,0,0,0,1
1,1,5,0,0,0,2,1,0,0,0,0,0,0
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,2,5,0,0,0,5,2,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,4,2,1,1,0,0,0,1
1,1,5,0,0,0,0,1,1,1,0,0,0,1
1,1,5,0,0,0,1,2,0,0,0,0,0,0
0,1,2,0,0,0,1,2,0,0,0,0,0,0
0,0,5,0,0,0,1,2,0,0,0,0,2,1
0,1,5,0,0,0,1,1,0,0,0,0,0,0
0,2,5,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,1,1,0,0,0,0,0,0
0,2,3,0,0,0,0,0,-1,0,0,0,0,0
0,1,5,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,1,0,13,1,1,1,0,0,2,2
1,1,5,0,0,0,9,2,0,0,0,0,0,1
1,1,2,0,0,1,1,2,0,0,0,0,0,0
0,1,5,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,0,0,4,2,1,1,0,0,0,0
0,1,5,0,0,0,1,2,0,0,0,0,0,1
1,0,1,0,0,0,0,2,0,0,0,0,0,0
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,2,2,0,0,0,5,1,0,0,0,0,0,0
1,2,2,0,0,0,1,1,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,1,0
1,2,5,0,0,0,3,2,0,0,0,0,0,0
1,1,5,0,0,1,3,2,1,1,0,0,0,0
1,2,2,0,0,0,3,1,0,0,0,0,0,0
1,1,5,0,0,0,9,1,0,0,0,0,0,2
0,2,5,0,0,0,7,1,0,0,0,0,0,0
1,0,5,0,0,0,0,2,0,0,0,0,1,1
1,1,3,0,0,0,16,2,1,2,0,0,1,2
1,1,5,0,0,0,2,2,1,2,0,0,0,1
1,0,3,0,0,0,0,2,0,0,0,0,2,2
0,0,5,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,1,2,0,0,0,0,1,1
0,1,2,0,0,0,1,1,0,0,0,0,0,0
0,1,5,0,0,0,1,1,0,0,0,0,0,0
0,0,2,0,0,0,1,2,0,0,0,0,0,1
1,1,5,0,0,0,13,1,1,1,0,0,2,2
0,2,2,0,0,0,1,2,0,0,0,0,0,0
1,2,5,0,0,0,0,2,1,1,0,0,0,0
1,1,3,0,0,0,0,0,-1,0,0,0,0,1
1,2,5,0,0,0,10,1,0,0,0,0,0,1
1,1,2,0,0,0,0,2,0,0,0,0,0,0
0,1,2,0,0,0,0,0,-1,0,0,0,0,0
1,1,5,0,0,0,2,2,0,0,0,0,0,0
0,0,5,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,0,0,0,0,-1,0,0,0,0,2
0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,2,0,2,2,0,0,0,0,1,0
0,1,2,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,4,2,0,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,0,2,0,0,1,0,1,1,1,1,1,1,0
1,1,5,4,0,0,6,1,0,0,0,0,2,2
1,1,5,0,0,0,0,2,1,1,0,0,0,2
1,1,3,0,0,0,2,2,1,2,0,0,0,0
1,1,0,0,0,0,2,2,1,2,0,0,0,2
0,1,5,0,0,0,7,1,0,0,0,0,0,0
1,0,5,0,0,0,1,2,1,2,0,0,2,2
1,0,5,0,0,0,3,2,1,1,0,0,1,1
1,1,5,0,0,0,2,1,1,2,0,0,0,0
1,0,5,0,0,0,2,2,0,0,0,0,1,2
1,0,3,0,0,0,0,2,1,1,0,0,1,0
1,1,2,0,0,0,1,1,0,0,0,0,0,0
1,2,2,0,0,1,2,1,1,0,0,0,0,0
1,0,5,0,0,0,0,2,0,0,0,0,1,1
1,1,5,3,0,1,4,2,0,0,0,0,1,2
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,2,5,0,0,0,1,2,0,0,0,0,0,0
0,1,2,0,0,0,4,2,0,0,0,0,0,1
1,2,5,0,0,0,1,2,0,0,0,0,0,0
1,1,5,0,0,0,19,2,1,2,0,0,0,1
1,1,3,0,0,0,8,2,1,1,0,0,0,1
1,1,3,0,0,0,5,2,1,1,0,0,0,0
1,0,2,0,0,0,0,2,0,0,0,0,1,1
1,0,5,0,0,0,1,1,1,1,1,1,1,0
1,1,5,0,0,1,7,2,0,0,0,0,2,2
0,1,2,0,0,0,0,1,0,0,0,0,0,0
1,2,2,0,0,0,2,1,1,1,1,1,1,2
1,1,5,0,0,0,11,2,1,2,0,0,0,1
1,1,3,0,0,0,0,2,0,0,0,0,1,1
1,1,2,0,0,0,0,2,0,0,0,0,0,0
0,1,2,0,0,0,0,2,0,0,0,0,0,0
1,2,2,0,0,0,1,1,0,0,0,0,0,2
1,1,2,0,0,0,6,2,1,2,0,0,1,2
1,2,5,0,0,0,38,2,1,2,0,0,0,1
1,1,5,0,1,1,7,2,1,1,0,0,0,1
1,1,3,0,0,0,0,2,1,2,1,1,0,0
1,0,5,0,0,0,2,2,0,0,0,0,1,1
1,1,3,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,2,2,0,0,0,0,1,0
1,1,3,0,0,0,9,2,0,0,0,0,1,2
0,1,2,0,0,0,7,2,0,0,0,0,0,2
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,1,1,0,0,0,3,2,0,0,0,0,0,1
1,1,1,0,1,0,4,2,1,1,0,0,0,0
1,2,2,0,0,0,4,2,0,0,0,0,0,0
1,0,2,0,0,0,0,2,0,0,0,0,1,0
1,1,5,0,0,0,1,2,0,0,0,0,2,2
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,0,5,0,0,0,1,2,1,1,0,0,1,1
1,1,3,0,0,0,0,2,0,0,0,0,0,0
1,1,2,0,0,1,7,1,1,1,1,1,1,1
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,2,1,13,2,1,1,0,0,0,1
1,1,2,0,0,0,2,2,1,1,0,0,0,1
1,0,2,0,0,0,0,2,1,2,0,0,1,0
1,2,5,0,0,0,1,1,0,0,0,0,0,0
1,1,5,2,0,0,4,2,1,1,0,0,1,2
1,2,2,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,0,0,0,1,1,1,0,0,0,2
1,1,5,2,0,0,10,2,0,0,0,0,1,2
1,1,5,0,0,0,0,0,-1,0,0,0,2,2
1,2,2,0,0,0,2,2,0,0,0,0,0,0
1,0,1,0,0,0,0,2,1,1,1,2,2,1
1,2,2,0,0,0,1,1,1,1,0,0,0,0
1,1,5,0,0,0,4,2,0,0,0,0,0,1
1,1,5,0,0,0,4,2,1,1,1,2,0,0
1,0,2,0,0,2,5,2,1,2,1,2,1,2
0,2,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,1,20,2,0,0,0,0,2,2
1,0,2,0,0,2,0,2,1,1,1,1,1,1
1,1,5,0,0,0,2,2,0,0,0,0,0,1
1,1,5,0,0,0,1,2,1,1,0,0,0,0
0,2,5,0,0,0,0,0,-1,0,0,0,0,0
1,1,4,1,0,0,9,2,0,0,0,0,0,1
0,1,2,0,0,0,2,2,0,0,0,0,0,0
1,0,3,0,0,0,0,0,-1,0,0,0,1,0
1,2,1,0,0,0,2,2,0,0,0,0,0,0
1,1,5,0,0,0,23,2,1,1,0,0,2,2
1,0,5,0,0,1,0,2,0,0,0,0,1,0
1,1,5,0,0,0,4,2,0,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,0,0,-1,0,0,0,0,2
1,1,2,0,0,0,11,2,0,0,0,0,2,2
1,1,5,0,0,0,0,1,0,0,0,0,0,2
1,0,2,0,3,2,8,2,0,0,0,0,2,2
0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,2,0,0,0,0,1,1
0,2,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,0,1,2,1,2,1,2,0,0
1,2,2,0,0,0,1,2,0,0,0,0,0,0
0,1,5,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,0,2,0,0,0,0,1,2
1,0,1,1,0,0,1,2,0,0,0,0,2,1
1,2,2,0,0,0,2,1,0,0,0,0,0,0
1,1,5,0,0,0,9,2,0,0,0,0,2,1
1,2,1,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,0,0,3,2,1,1,1,2,1,1
1,1,3,0,0,0,1,1,0,0,0,0,0,0
1,1,5,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,0,2,1,1,0,0,0,1
1,1,3,0,0,0,0,2,0,0,0,0,0,0
0,1,3,0,0,0,3,1,1,2,0,0,0,0
1,2,2,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,1,3,2,0,0,0,0,0,1
1,1,2,0,0,0,0,2,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,5,0,0,0,0,2,0,0,0,0,0,0
0,0,5,0,1,0,3,2,0,0,0,0,0,1
1,1,5,0,0,0,21,2,0,0,0,0,2,2
1,1,5,0,1,0,6,2,0,0,0,0,1,1
1,2,2,0,0,0,9,2,1,2,0,0,0,2
1,2,5,0,0,0,8,1,0,0,0,0,0,1
1,0,5,0,0,0,0,2,1,2,0,0,1,2
1,1,5,0,0,0,4,2,1,2,1,2,2,2
1,1,2,0,0,0,1,2,1,2,0,0,0,1
1,1,5,3,0,0,17,2,0,0,0,0,0,2
1,1,2,0,0,0,2,2,0,0,0,0,1,1
0,2,5,0,0,0,4,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,-1,0,0,0,0,0
0,2,5,0,0,0,0,2,0,0,0,0,0,0
0,1,5,0,0,0,0,0,-1,0,0,0,0,1
1,1,2,0,0,0,8,2,0,0,0,0,0,0
1,1,3,0,0,0,0,2,0,0,0,0,0,0
1,1,5,0,0,0,12,2,1,1,1,2,1,2
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,5,0,0,1,11,2,1,2,0,0,1,2
1,1,5,0,0,0,4,1,0,0,0,0,1,2
0,1,5,0,0,0,5,2,0,0,0,0,0,1
1,1,2,0,0,0,3,2,0,0,0,0,0,2
1,0,5,1,0,0,2,2,0,0,0,0,1,1
0,2,5,0,0,0,1,2,1,2,0,0,0,2
1,1,0,0,0,0,0,0,-1,0,0,0,0,0
1,2,5,0,0,0,3,2,0,0,0,0,0,0
1,1,2,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,0,0,1,2,0,0,0,0,0,1
1,2,2,0,0,0,11,2,1,1,0,0,0,0
1,2,5,0,0,0,3,1,0,0,0,0,0,0
1,2,2,0,0,0,2,2,0,0,0,0,0,0
1,1,2,0,0,0,1,1,0,0,0,0,0,0
1,0,5,0,0,0,0,2,0,0,0,0,0,0
